file	spelling
docs/content/ja/rules/accessibility.md	@keydown.enter
docs/content/ja/rules/accessibility.md	@keydown.enter
docs/content/rules/accessibility-integrity.md	@keydown.enter
docs/content/rules/accessibility-integrity.md	@keydown.enter
docs/content/rules/vue-directives.md	@click.ctrl
docs/content/rules/vue-directives.md	@click.exact
docs/content/rules/vue-directives.md	@click.ctrl
