consumer_id	consumer	class	file	first_line	surface_id	surface	surface_group	matched_name	name_kind	sites
formatter	Formatter	source	crates/vize/src/commands/fmt.rs	14	l0	L0	stage	vize_l0	preferred	5
formatter	Formatter	source	crates/vize/src/commands/fmt/data.rs	5	l0	L0	stage	vize_l0	preferred	1
formatter	Formatter	source	crates/vize/src/commands/fmt/data/plain.rs	17	l0	L0	stage	vize_l0	preferred	1
formatter	Formatter	source	crates/vize/src/commands/fmt/entries.rs	3	l0	L0	stage	vize_l0	preferred	2
formatter	Formatter	test/dev	crates/vize/src/commands/fmt/files_tests.rs	7	l0	L0	stage	vize_l0	preferred	1
formatter	Formatter	test/dev	crates/vize/src/commands/fmt/files.rs	124	l0	L0	stage	vize_l0	preferred	4
formatter	Formatter	source	crates/vize/src/commands/fmt/ignores.rs	80	l0	L0	stage	vize_l0	preferred	1
formatter	Formatter	source	crates/vize/src/commands/fmt/patterns.rs	12	l0	L0	stage	vize_l0	preferred	1
formatter	Formatter	test/dev	crates/vize/src/commands/fmt/patterns.rs	35	l0	L0	stage	vize_l0	preferred	1
