file	spelling
crates/vize_canon/src/batch/type_checker/tests.rs	@click.stop
crates/vize_canon/src/batch/type_checker/tests/generic_component_listener_payload.rs	@keydown.escape
crates/vize_canon/src/virtual_ts/tests.rs	@click.stop
crates/vize_canon/src/virtual_ts/tests/component_spread_prop_order.rs	@keydown.esc.prevent
crates/vize_canon/tests/voicevox_adoption_patterns.rs	@click.stop
